,user_id,age,gender,income,reward_achieved,transaction,transaction_from_offer,transaction_amount,informational1,informational2,bogo1,bogo2,bogo3,bogo4,discount1,discount2,discount3,discount4,transaction_not_from_offer,perc_offer_completed,trans_from_offer_ratio,trans_not_from_offer_ratio
50,51,79.0,F,48000.0,3.0,15,12,152.0,0,0,6,0,6,0,0,0,0,0,3,0.5,3.0,0.75
51,52,66.0,F,38000.0,5.0,5,5,56.08,0,2,1,1,1,0,0,0,0,0,0,0.25,1.25,0.0
52,53,56.0,F,52000.0,13.0,7,1,87.10999999999999,0,0,0,0,0,0,0,1,0,0,6,1.0,0.3333333333333333,2.0
53,54,39.0,F,56000.0,10.0,13,10,150.23000000000002,0,6,0,0,4,0,0,0,0,0,3,0.6,2.0,0.6
54,55,43.0,F,64461.53846153849,10.0,7,6,20.98,0,0,0,0,3,3,0,0,0,0,1,1.0,3.0,0.5
55,56,42.0,M,96000.0,11.0,12,11,320.48,0,0,0,0,0,0,0,6,0,5,1,1.0,2.75,0.25
56,57,46.0,M,43116.66666666665,0.0,6,6,16.930000000000003,1,0,0,0,0,0,0,3,0,2,0,0.0,2.0,0.0
57,58,58.0,F,61135.29411764708,5.0,8,6,20.630000000000003,0,0,6,0,0,0,0,0,0,0,2,0.2,1.2,0.4
58,59,78.0,F,93000.0,14.0,8,7,225.54999999999998,0,0,5,2,0,0,0,0,0,0,1,1.0,1.4,0.2
59,60,45.0,M,48000.0,0.0,6,3,17.0,0,0,3,0,0,0,0,0,0,0,3,0.0,0.75,0.75
60,61,29.0,M,50000.0,5.0,12,6,38.169999999999995,0,5,0,0,0,0,0,0,1,0,6,0.25,1.5,1.5
61,62,44.0,M,35000.0,13.0,18,17,150.23,0,0,0,0,0,6,0,11,0,0,1,1.0,4.25,0.25
62,63,63.0,M,56000.0,5.0,9,8,121.61999999999999,0,0,1,0,0,0,0,0,4,3,1,1.0,2.6666666666666665,0.3333333333333333
63,64,36.0,M,56000.0,8.0,7,5,118.85000000000001,0,2,0,0,0,0,0,3,0,0,2,0.6666666666666666,1.6666666666666667,0.6666666666666666
64,65,76.0,F,47000.0,3.0,6,5,22.65,0,0,0,3,0,0,0,2,0,0,1,0.2,1.0,0.2
65,66,68.0,M,87000.0,16.0,8,8,177.18,0,0,0,2,0,6,0,0,0,0,0,1.0,1.6,0.0
66,67,75.0,M,52000.0,7.0,11,10,135.54000000000002,0,2,0,0,0,0,0,0,0,8,1,0.6666666666666666,3.3333333333333335,0.3333333333333333
67,68,67.0,M,76000.0,13.0,12,12,200.77999999999997,0,1,0,0,0,0,0,7,4,0,0,0.8,2.4,0.0
68,69,77.0,M,51000.0,0.0,11,7,23.810000000000002,0,7,0,0,0,0,0,0,0,0,4,0.0,1.4,0.8
69,70,76.0,M,64000.0,2.0,8,5,110.92,0,2,0,0,0,0,0,0,0,3,3,0.3333333333333333,1.6666666666666667,1.0
70,71,57.0,M,98000.0,6.0,1,0,27.24,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.0,0.3333333333333333
71,72,53.0,F,72000.0,9.0,9,9,167.88,0,4,4,0,0,0,0,1,0,0,0,0.8333333333333334,1.5,0.0
72,73,53.0,F,117000.0,10.0,10,9,303.20000000000005,0,0,0,5,4,0,0,0,0,0,1,1.0,1.8,0.2
73,74,53.0,F,55000.0,2.0,8,7,20.18,0,0,0,0,0,4,0,0,3,0,1,0.2,1.4,0.2
74,75,61.0,F,112000.0,5.0,2,2,67.25,1,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0.0
75,76,67.0,F,77000.0,2.0,8,5,155.73000000000002,0,2,0,0,0,1,0,0,0,2,3,0.3333333333333333,1.6666666666666667,1.0
76,77,58.0,F,85000.0,14.0,15,13,290.41999999999996,0,0,0,0,0,5,5,0,3,0,2,1.0,3.25,0.5
77,78,46.0,F,36000.0,0.0,5,3,17.130000000000003,0,0,0,0,0,0,0,2,1,0,2,0.0,0.6,0.4
78,79,30.0,M,41000.0,0.0,4,2,11.95,0,2,0,0,0,0,0,0,0,0,2,0.0,1.0,1.0
79,80,59.0,M,89000.0,6.0,2,1,45.400000000000006,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.16666666666666666,0.16666666666666666
80,81,46.0,M,50335.29411764707,0.0,9,5,23.160000000000004,0,1,0,0,0,0,0,0,4,0,4,0.0,1.0,0.8
81,82,51.0,M,41000.0,9.0,20,18,75.96000000000001,0,0,0,0,0,6,1,0,11,0,2,0.5,3.0,0.3333333333333333
82,83,27.0,M,35000.0,2.0,12,11,29.560000000000002,0,6,0,0,0,0,0,0,5,0,1,0.2,2.2,0.2
83,84,40.0,M,53000.0,0.0,5,5,8.17,0,1,0,0,0,4,0,0,0,0,0,0.0,1.25,0.0
84,85,51.0,M,50744.0,5.0,13,11,32.08,0,0,0,0,0,8,0,1,2,0,2,0.4,2.2,0.4
85,86,73.0,F,91000.0,9.0,4,4,109.16000000000001,0,2,0,0,0,2,0,0,0,0,0,0.6,0.8,0.0
86,87,74.0,F,107000.0,9.0,10,8,298.3,0,0,0,0,0,0,0,0,8,0,2,0.8,1.6,0.4
87,88,42.0,M,66000.0,8.0,7,4,136.94,0,0,0,0,0,0,0,4,0,0,3,0.6666666666666666,1.3333333333333333,1.0
88,89,78.0,M,58000.0,3.0,10,10,126.93999999999998,4,3,0,3,0,0,0,0,0,0,0,0.5,1.6666666666666667,0.0
89,90,54.0,F,53000.0,4.0,18,16,57.03,0,0,8,0,0,0,0,0,8,0,2,0.3333333333333333,2.6666666666666665,0.3333333333333333
90,91,70.0,F,74000.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
91,92,49.0,F,57000.0,9.0,10,8,184.78000000000003,0,0,4,0,0,0,0,4,0,0,2,0.6,1.6,0.4
92,93,62.0,F,57000.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
93,94,64.0,M,70000.0,11.0,9,9,140.34,0,0,0,2,0,0,0,2,5,0,0,1.0,2.25,0.0
94,95,89.0,F,87000.0,13.0,9,9,248.62999999999997,0,0,0,0,0,0,0,6,0,3,0,1.0,2.25,0.0
95,96,73.0,M,51000.0,2.0,9,7,23.43,0,1,0,4,0,0,0,0,2,0,2,0.2,1.4,0.4
96,97,66.0,F,68994.44444444447,2.0,7,7,16.46,1,2,1,0,0,0,0,0,3,0,0,0.2,1.4,0.0
97,98,50.0,F,93000.0,13.0,12,11,297.29,0,0,0,0,0,2,0,9,0,0,1,0.8,2.2,0.2
98,99,90.0,F,98000.0,1.0,3,2,80.03,0,0,2,0,0,0,0,0,0,0,1,0.25,0.5,0.25
99,100,68.0,F,84000.0,2.0,2,0,34.04,0,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.4
100,101,60.0,M,64000.0,5.0,12,8,44.13999999999999,0,0,0,0,6,2,0,0,0,0,4,0.3333333333333333,2.6666666666666665,1.3333333333333333
101,102,45.0,M,54000.0,0.0,6,5,11.51,0,0,0,3,0,0,0,0,2,0,1,0.0,1.0,0.2
102,103,66.0,M,49000.0,14.0,18,18,200.93,10,0,0,0,0,0,0,8,0,0,0,0.8333333333333334,3.0,0.0
103,104,58.0,M,61547.058823529405,0.0,10,4,21.4,3,0,0,0,0,0,0,1,0,0,6,0.0,0.8,1.2
104,105,61.0,M,66664.2857142857,0.0,2,2,1.09,0,0,0,1,0,1,0,0,0,0,0,0.0,0.3333333333333333,0.0
105,106,19.0,F,73000.0,9.0,11,10,202.75,0,0,0,0,3,0,0,0,7,0,1,0.6,2.0,0.2
106,107,66.0,F,58000.0,9.0,10,8,163.53000000000003,3,0,5,0,0,0,0,0,0,0,2,0.6,1.6,0.4
107,108,72.0,F,72000.0,13.0,12,12,201.92000000000002,0,0,3,1,0,7,0,0,1,0,0,1.0,2.0,0.0
108,109,56.0,M,64042.85714285713,0.0,13,13,25.14,9,0,4,0,0,0,0,0,0,0,0,0.0,2.6,0.0
109,110,76.0,M,63000.0,14.0,13,13,224.76,2,0,0,0,0,1,1,0,9,0,0,0.8,2.6,0.0
110,111,52.0,M,78000.0,7.0,6,6,117.91999999999999,0,0,0,3,0,0,0,0,0,3,0,1.0,1.2,0.0
111,112,55.0,M,31000.0,5.0,5,2,30.729999999999997,0,0,1,1,0,0,0,0,0,0,3,0.25,0.5,0.75
112,113,39.0,F,60000.0,8.0,12,11,705.5,0,5,0,0,0,4,0,0,0,2,1,0.75,2.75,0.25
113,114,45.0,F,44000.0,11.0,16,12,163.70999999999998,0,0,0,3,0,0,0,0,9,0,4,0.8333333333333334,2.0,0.6666666666666666
114,115,57.0,F,114000.0,14.0,8,7,184.82,0,0,1,3,0,2,0,0,1,0,1,0.8333333333333334,1.1666666666666667,0.16666666666666666
115,116,74.0,M,48000.0,0.0,3,2,6.86,0,0,0,0,2,0,0,0,0,0,1,0.0,0.6666666666666666,0.3333333333333333
116,117,18.0,M,47000.0,11.0,22,20,275.61,0,0,0,0,0,0,0,13,7,0,2,0.8333333333333334,3.3333333333333335,0.3333333333333333
117,118,53.0,M,96000.0,13.0,5,5,138.84,0,0,0,0,0,0,0,2,0,3,0,0.8,1.0,0.0
118,119,59.0,F,98000.0,6.0,4,1,112.04,0,0,0,0,0,0,0,0,0,1,3,1.0,0.3333333333333333,1.0
119,120,57.0,M,46000.0,2.0,10,9,34.22,4,0,0,5,0,0,0,0,0,0,1,0.25,2.25,0.25
120,121,51.0,F,56000.0,8.0,7,6,40.94,0,2,0,0,0,0,0,4,0,0,1,0.4,1.2,0.2
121,122,59.0,F,61710.0,0.0,10,10,22.92,0,6,0,2,2,0,0,0,0,0,0,0.0,2.0,0.0
122,123,55.0,M,59305.26315789474,0.0,11,10,15.020000000000001,0,3,0,2,0,0,0,0,0,5,1,0.0,2.5,0.25
123,124,64.0,F,37000.0,12.0,7,7,51.37000000000001,0,0,1,0,0,4,0,0,2,0,0,0.6,1.4,0.0
124,125,71.0,M,57000.0,0.0,12,6,30.14,3,0,0,0,0,3,0,0,0,0,6,0.0,1.5,1.5
125,126,64.0,F,66000.0,3.0,4,4,50.349999999999994,0,1,2,1,0,0,0,0,0,0,0,0.5,1.0,0.0
126,127,83.0,M,46000.0,0.0,5,4,16.77,0,3,0,0,0,1,0,0,0,0,1,0.0,0.8,0.2
127,128,26.0,M,71000.0,0.0,4,3,13.799999999999999,0,2,0,0,0,0,0,1,0,0,1,0.0,0.6,0.2
128,129,51.0,M,58723.80952380949,0.0,14,11,13.090000000000002,0,3,5,0,0,0,0,0,0,3,3,0.0,2.75,0.75
129,130,29.0,F,58000.0,3.0,12,11,30.479999999999997,0,0,2,0,0,0,0,4,5,0,1,0.2,2.2,0.2
130,131,43.0,M,70000.0,0.0,1,1,2.03,0,0,0,0,1,0,0,0,0,0,0,0.0,0.25,0.0
131,132,89.0,F,65000.0,5.0,7,7,124.82000000000001,0,0,3,0,0,0,0,0,0,4,0,0.75,1.75,0.0
132,133,49.0,F,79000.0,8.0,2,1,24.93,0,0,0,0,0,0,1,0,0,0,1,0.4,0.2,0.2
133,134,79.0,M,67000.0,7.0,18,17,317.03000000000003,0,0,13,0,0,4,0,0,0,0,1,0.75,4.25,0.25
134,135,55.0,F,94000.0,6.0,8,6,195.35000000000002,1,3,0,0,0,0,0,2,0,0,2,0.6,1.2,0.4
135,136,55.0,M,66000.0,2.0,19,12,272.23,5,0,7,0,0,0,0,0,0,0,7,0.4,2.4,1.4
136,137,45.0,M,31000.0,0.0,5,4,16.459999999999997,0,0,0,2,0,2,0,0,0,0,1,0.0,1.0,0.25
137,138,52.0,M,30000.0,0.0,5,3,9.8,0,0,0,0,0,3,0,0,0,0,2,0.0,0.75,0.5
138,139,39.0,M,55000.0,12.0,9,6,156.54,0,0,0,4,0,2,0,0,0,0,3,1.0,1.5,0.75
139,140,77.0,M,69000.0,5.0,3,2,60.25,0,0,0,2,0,0,0,0,0,0,1,0.25,0.5,0.25
140,141,66.0,M,60000.0,8.0,6,6,30.9,0,1,2,0,0,0,0,3,0,0,0,0.4,1.2,0.0
141,142,69.0,F,87000.0,10.0,2,2,53.21,0,0,0,0,1,1,0,0,0,0,0,0.5,0.5,0.0
142,143,74.0,M,53000.0,2.0,4,2,55.13,0,0,0,0,0,0,0,0,2,0,2,0.5,1.0,1.0
143,144,33.0,M,53071.42857142856,0.0,6,6,9.7,0,0,0,0,0,0,0,0,5,1,0,0.0,1.5,0.0
144,145,75.0,F,87000.0,12.0,5,5,114.70000000000002,0,0,0,0,0,3,0,1,1,0,0,0.8,1.0,0.0
145,146,59.0,F,85000.0,12.0,7,7,193.10000000000002,0,3,0,0,0,0,0,1,0,3,0,0.6666666666666666,1.1666666666666667,0.0
146,147,47.0,M,66000.0,3.0,5,4,74.17,1,0,2,0,0,0,0,0,0,1,1,0.6666666666666666,1.3333333333333333,0.3333333333333333
147,148,20.0,M,69000.0,0.0,1,0,0.87,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.25
148,149,60.0,M,108000.0,7.0,4,4,127.28,0,2,0,0,2,0,0,0,0,0,0,0.5,1.0,0.0
149,150,65.0,M,61000.0,8.0,6,5,24.0,0,0,0,0,0,0,0,2,3,0,1,0.6,1.0,0.2
150,151,33.0,M,43000.0,2.0,8,5,19.78,0,0,0,0,0,0,0,0,5,0,3,0.25,1.25,0.75
151,152,39.0,F,67000.0,2.0,11,10,562.7699999999999,3,3,0,0,0,0,0,0,4,0,1,0.2,2.0,0.2
152,153,49.0,M,59000.0,5.0,6,3,38.260000000000005,0,0,0,0,0,3,0,0,0,0,3,0.3333333333333333,1.0,1.0
153,154,68.0,M,58000.0,0.0,2,2,17.19,0,1,0,0,0,0,1,0,0,0,0,0.0,0.4,0.0
154,155,42.0,M,80000.0,1.0,3,3,53.74000000000001,1,0,0,2,0,0,0,0,0,0,0,0.3333333333333333,1.0,0.0
155,156,72.0,M,33000.0,0.0,5,3,8.14,0,0,0,3,0,0,0,0,0,0,2,0.0,0.5,0.3333333333333333
156,157,18.0,F,49000.0,6.0,10,9,30.47,0,0,0,0,2,0,0,7,0,0,1,0.4,1.8,0.2
157,158,32.0,F,42000.0,10.0,7,3,71.19,0,0,0,0,0,3,0,0,0,0,4,1.0,1.5,2.0
158,159,67.0,M,50000.0,3.0,3,3,33.07,2,0,0,0,0,0,0,1,0,0,0,0.2,0.6,0.0
159,160,52.0,M,42000.0,0.0,3,2,5.4,0,1,0,0,0,0,0,1,0,0,1,0.0,0.4,0.2
160,161,38.0,M,64000.0,7.0,9,7,150.94,0,0,7,0,0,0,0,0,0,0,2,1.0,2.3333333333333335,0.6666666666666666
161,162,60.0,F,77000.0,10.0,5,5,106.91,0,0,1,2,0,0,0,0,2,0,0,0.8333333333333334,0.8333333333333334,0.0
162,163,62.0,F,77000.0,6.0,2,2,33.46,0,0,0,2,0,0,0,0,0,0,0,0.4,0.4,0.0
163,164,55.0,F,51000.0,5.0,2,2,25.9,0,0,0,0,1,0,1,0,0,0,0,0.25,0.5,0.0
164,165,22.0,M,63000.0,0.0,6,6,19.799999999999997,0,0,0,3,0,0,0,0,3,0,0,0.0,1.2,0.0
165,166,34.0,M,41000.0,5.0,11,7,118.41,0,0,0,1,0,0,0,0,6,0,4,0.75,1.75,1.0
166,167,46.0,M,60000.0,12.0,26,25,105.57999999999998,0,0,11,0,0,9,0,0,5,0,1,0.6,5.0,0.2
167,168,85.0,M,67000.0,3.0,5,5,22.18,0,0,0,0,0,0,0,4,1,0,0,0.3333333333333333,1.6666666666666667,0.0
168,169,51.0,F,85000.0,13.0,8,7,180.0,4,1,0,0,0,0,0,2,0,0,1,0.6,1.4,0.2
169,170,48.0,F,73700.0,10.0,7,5,25.729999999999997,0,0,0,0,0,1,4,0,0,0,2,0.6666666666666666,1.6666666666666667,0.6666666666666666
170,171,53.0,F,85000.0,13.0,8,7,177.09,0,2,1,0,1,0,0,0,3,0,1,0.8,1.4,0.2
171,172,51.0,M,92000.0,19.0,15,15,330.9200000000001,0,0,0,0,0,5,6,0,4,0,0,1.0,3.0,0.0
172,173,53.0,M,61955.555555555555,0.0,1,1,1.61,0,0,0,0,1,0,0,0,0,0,0,0.0,0.25,0.0
173,174,48.0,M,44000.0,5.0,18,16,58.18,0,0,0,0,0,0,0,6,0,10,2,0.4,3.2,0.4
174,175,52.0,M,72000.0,12.0,3,2,66.05,0,1,0,0,0,0,1,0,0,0,1,0.5,0.3333333333333333,0.16666666666666666
175,176,52.0,F,67478.57142857139,0.0,6,6,11.430000000000001,0,1,3,2,0,0,0,0,0,0,0,0.0,1.5,0.0
176,177,62.0,M,53000.0,4.0,10,7,125.56,3,0,4,0,0,0,0,0,0,0,3,0.75,1.75,0.75
177,178,42.0,M,62000.0,0.0,4,2,12.120000000000001,0,0,0,0,0,0,0,0,2,0,2,0.0,0.4,0.4
178,179,55.0,M,65000.0,0.0,7,5,16.689999999999998,0,0,0,5,0,0,0,0,0,0,2,0.0,1.6666666666666667,0.6666666666666666
179,180,27.0,F,50000.0,2.0,8,8,89.78000000000002,0,2,0,2,0,4,0,0,0,0,0,0.5,2.0,0.0
180,181,68.0,M,107000.0,8.0,8,6,253.72000000000003,0,0,0,0,0,0,0,3,3,0,2,0.4,1.2,0.4
181,182,74.0,F,83000.0,5.0,1,1,25.69,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.0
182,183,77.0,M,66000.0,17.0,26,25,87.13,0,0,0,0,0,0,6,11,8,0,1,0.8333333333333334,4.166666666666667,0.16666666666666666
183,184,35.0,M,72000.0,18.0,14,14,261.55999999999995,0,0,0,9,0,5,0,0,0,0,0,1.0,2.8,0.0
184,185,50.0,F,69000.0,5.0,10,10,184.96,0,0,5,0,0,0,0,0,1,4,0,0.6,2.0,0.0
185,186,45.0,M,94000.0,11.0,6,6,162.90999999999997,3,0,3,0,0,0,0,0,0,0,0,0.6,1.2,0.0
186,187,82.0,M,87000.0,0.0,8,7,155.64,7,0,0,0,0,0,0,0,0,0,1,0.0,3.5,0.5
187,188,40.0,M,57000.0,3.0,4,3,79.94999999999999,1,1,0,0,0,0,0,1,0,0,1,0.25,0.75,0.25
188,189,66.0,M,34000.0,0.0,4,1,10.6,0,1,0,0,0,0,0,0,0,0,3,0.0,0.3333333333333333,1.0
189,190,52.0,M,63000.0,0.0,2,2,6.18,1,0,0,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.0
190,191,57.0,F,89000.0,11.0,9,8,226.68,0,0,0,0,0,0,0,5,3,0,1,0.8,1.6,0.2
191,192,68.0,M,69000.0,15.0,9,6,143.03000000000003,0,1,0,0,0,0,5,0,0,0,3,0.75,1.5,0.75
192,193,21.0,M,52000.0,10.0,5,3,13.98,0,0,0,0,1,0,0,2,0,0,2,0.5,0.75,0.5
193,194,61.0,M,44000.0,5.0,8,7,17.7,0,0,0,0,0,0,0,6,1,0,1,0.3333333333333333,1.1666666666666667,0.16666666666666666
194,195,44.0,F,68169.23076923077,7.0,6,3,16.04,0,0,0,0,0,3,0,0,0,0,3,0.5,0.75,0.75
195,196,58.0,F,54000.0,0.0,6,4,21.5,0,0,0,2,0,0,0,0,2,0,2,0.0,0.8,0.4
196,197,67.0,F,54000.0,0.0,7,5,17.38,0,2,0,0,0,2,0,0,0,1,2,0.0,1.25,0.5
197,198,24.0,M,61000.0,6.0,10,6,155.42,0,0,0,4,0,2,0,0,0,0,4,0.4,1.2,0.8
198,199,66.0,M,58028.57142857144,0.0,6,6,11.309999999999999,2,0,1,0,0,3,0,0,0,0,0,0.0,1.5,0.0
199,200,26.0,M,35000.0,0.0,4,4,10.099999999999998,0,0,0,0,0,1,0,0,3,0,0,0.0,0.8,0.0
200,201,71.0,F,105000.0,15.0,9,7,212.26999999999998,0,0,0,0,0,1,2,4,0,0,2,1.0,1.75,0.5
201,202,69.0,F,64000.0,13.0,9,8,146.49,0,0,4,0,4,0,0,0,0,0,1,0.8,1.6,0.2
202,203,81.0,M,93000.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
203,204,62.0,M,73000.0,11.0,11,11,232.19,1,5,0,0,5,0,0,0,0,0,0,0.6,2.2,0.0
204,205,38.0,M,74000.0,2.0,8,3,796.77,0,0,0,0,0,0,0,0,3,0,5,1.0,3.0,5.0
205,206,61.0,M,82000.0,5.0,3,0,62.650000000000006,0,0,0,0,0,0,0,0,0,0,3,0.3333333333333333,0.0,1.0
206,207,52.0,F,92000.0,7.0,1,1,23.59,0,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0.0
207,208,50.0,M,70000.0,12.0,10,10,218.67000000000002,1,0,0,0,0,9,0,0,0,0,0,0.75,2.5,0.0
208,209,54.0,M,118000.0,3.0,7,7,185.60999999999999,0,0,4,3,0,0,0,0,0,0,0,0.6,1.4,0.0
209,210,75.0,F,109000.0,10.0,2,2,37.04,0,0,0,0,1,1,0,0,0,0,0,1.0,1.0,0.0
